,citycode,Year,Month,Day,Pre
422572,130200,2012,9,4,0.009399048
425742,130200,2012,9,5,0
426233,130200,2012,9,6,26.73129618
428184,130200,2012,9,7,17.71720552
429652,130200,2012,9,8,0.634406906
431739,130200,2012,9,9,0.017241198
432677,130200,2012,9,10,0.498899166
435451,130200,2012,9,11,7.183640619
436381,130200,2012,9,12,2.565709453
438461,130200,2012,9,13,0.015222998
439870,130200,2012,9,14,0.000461303
441609,130200,2012,9,15,0.011128934
444546,130200,2012,9,16,0.047571868
446283,130200,2012,9,17,0
446968,130200,2012,9,18,0
448334,130200,2012,9,19,0.348572057
451053,130200,2012,9,20,0
452446,130200,2012,9,21,0.374405021
453387,130200,2012,9,22,1.800926794
455729,130200,2012,9,23,0.524616799
456588,130200,2012,9,24,0.08955044
459362,130200,2012,9,25,6.4371947
461139,130200,2012,9,26,0.24201107
462219,130200,2012,9,27,8.106765493
464320,130200,2012,9,28,0
466775,130200,2012,9,29,0
468204,130200,2012,9,30,0
469097,130200,2012,10,1,0
471653,130200,2012,10,2,0.099526116
472651,130200,2012,10,3,0.738027095
473946,130200,2012,10,4,0.366966511
475476,130200,2012,10,5,0.375039314
478776,130200,2012,10,6,0.039672056
479500,130200,2012,10,7,0.001902875
482051,130200,2012,10,8,1.369089575
482980,130200,2012,10,9,4.011721273
485636,130200,2012,10,10,0
487096,130200,2012,10,11,0
487512,130200,2012,10,12,0
490555,130200,2012,10,13,0.014242729
491585,130200,2012,10,14,0.553967202
493977,130200,2012,10,15,0.600789448
494784,130200,2012,10,16,9.952784538
496779,130200,2012,10,17,0
498935,130200,2012,10,18,0
499824,130200,2012,10,19,0
501216,130200,2012,10,20,0
503246,130200,2012,10,21,11.66502597
505738,130200,2012,10,22,0
506937,130200,2012,10,23,0
509432,130200,2012,10,24,0
511031,130200,2012,10,25,0
511767,130200,2012,10,26,15.9699054
513105,130200,2012,10,27,0.019144074
515203,130200,2012,10,28,0.972080672
517017,130200,2012,10,29,1.25168794
518851,130200,2012,10,30,0.000980269
519971,130200,2012,10,31,0.001845212
522936,130200,2012,11,1,0
523441,130200,2012,11,2,0.002248852
525576,130200,2012,11,3,41.53981326
527274,130200,2012,11,4,14.60046962
529422,130200,2012,11,5,0.453114838
531494,130200,2012,11,6,0
532166,130200,2012,11,7,0
533725,130200,2012,11,8,0.000230651
535625,130200,2012,11,9,0
538198,130200,2012,11,10,13.60878362
540039,130200,2012,11,11,0.007380848
541504,130200,2012,11,12,0
542880,130200,2012,11,13,0
543905,130200,2012,11,14,0
546709,130200,2012,11,15,1.23139062
548466,130200,2012,11,16,0.000172989
549346,130200,2012,11,17,0
551089,130200,2012,11,18,0.00040364
552542,130200,2012,11,19,0
554290,130200,2012,11,20,0
556920,130200,2012,11,21,0.003056132
557741,130200,2012,11,22,0.853871805
560252,130200,2012,11,23,0
561821,130200,2012,11,24,0
563797,130200,2012,11,25,0
565704,130200,2012,11,26,0
566701,130200,2012,11,27,0
568829,130200,2012,11,28,0
571025,130200,2012,11,29,0.000230651
571420,130200,2012,11,30,0.000115326
573242,130200,2012,12,1,0.878090202
576023,130200,2012,12,2,0.601769735
576534,130200,2012,12,3,0
579467,130200,2012,12,4,0
580566,130200,2012,12,5,0.01205154
582126,130200,2012,12,6,0.16024512
583896,130200,2012,12,7,0.018913422
585220,130200,2012,12,8,0
587710,130200,2012,12,9,0.012685832
589781,130200,2012,12,10,0.202454341
590454,130200,2012,12,11,0.050570338
591684,130200,2012,12,12,0.164973476
595049,130200,2012,12,13,5.05363174
596772,130200,2012,12,14,1.418910278
597218,130200,2012,12,15,0.059104442
599112,130200,2012,12,16,0.14900086
600830,130200,2012,12,17,0.015799627
602946,130200,2012,12,18,0
604091,130200,2012,12,19,0.011590237
606585,130200,2012,12,20,0.792518495
607945,130200,2012,12,21,0
609302,130200,2012,12,22,0.008245791
611445,130200,2012,12,23,0
612267,130200,2012,12,24,0
615050,130200,2012,12,25,0.001556898
616171,130200,2012,12,26,0.001499235
617911,130200,2012,12,27,0.119938773
620197,130200,2012,12,28,4.115918097
620798,130200,2012,12,29,0.000518966
623717,130200,2012,12,30,0
625256,130200,2012,12,31,0.000518966
630627,130200,2013,1,1,0.026897129
635359,130200,2013,1,2,0
638081,130200,2013,1,3,0
642392,130200,2013,1,4,0
646109,130200,2013,1,5,0
650513,130200,2013,1,6,0.000270595
659070,130200,2013,1,7,0
661893,130200,2013,1,8,0.038316231
664969,130200,2013,1,9,0
673198,130200,2013,1,10,0.003571852
678252,130200,2013,1,11,0.058881441
682806,130200,2013,1,12,0
685299,130200,2013,1,13,0.000811785
691633,130200,2013,1,14,0.035123212
695704,130200,2013,1,15,0.092272846
699045,130200,2013,1,16,0.000378833
702646,130200,2013,1,17,0
710410,130200,2013,1,18,0
714065,130200,2013,1,19,0.271623117
717664,130200,2013,1,20,1.797723983
725465,130200,2013,1,21,0.060937962
730959,130200,2013,1,22,0.028195984
734627,130200,2013,1,23,0.011364984
737124,130200,2013,1,24,0.000162357
744249,130200,2013,1,25,0.057907299
749235,130200,2013,1,26,0.071058209
751325,130200,2013,1,27,0.011094389
758480,130200,2013,1,28,0.000757666
763806,130200,2013,1,29,0.060721485
768091,130200,2013,1,30,0.061154438
773896,130200,2013,1,31,0.394040231
775615,130200,2013,2,1,0
781639,130200,2013,2,2,0.267780667
785145,130200,2013,2,3,3.617420283
788758,130200,2013,2,4,0.068514617
793460,130200,2013,2,5,0.882518062
801295,130200,2013,2,6,0.000108238
805094,130200,2013,2,7,0.000108238
809640,130200,2013,2,8,0.001407093
813275,130200,2013,2,9,0.060180296
818650,130200,2013,2,10,0.071545279
823223,130200,2013,2,11,1.345992931
828006,130200,2013,2,12,0.000703547
832285,130200,2013,2,13,0
839946,130200,2013,2,14,0.017696904
843958,130200,2013,2,15,0.000378833
848558,130200,2013,2,16,0.631406036
851825,130200,2013,2,17,0.001515331
860345,130200,2013,2,18,0.000108238
863936,130200,2013,2,19,0.002327116
866767,130200,2013,2,20,0.011797936
870266,130200,2013,2,21,0.005682492
877748,130200,2013,2,22,0
882230,130200,2013,2,23,0
886932,130200,2013,2,24,0.203108499
890894,130200,2013,2,25,0.213336984
894726,130200,2013,2,26,0
901179,130200,2013,2,27,0.352152144
903904,130200,2013,2,28,0.950978566
910811,130200,2013,3,1,0
913857,130200,2013,3,2,0
919245,130200,2013,3,3,0
924645,130200,2013,3,4,0
928952,130200,2013,3,5,0
933244,130200,2013,3,6,0
941057,130200,2013,3,7,0
943188,130200,2013,3,8,0
948058,130200,2013,3,9,0
955535,130200,2013,3,10,0
960874,130200,2013,3,11,3.054204134
964257,130200,2013,3,12,3.471623757
969481,130200,2013,3,13,0
974692,130200,2013,3,14,0
977332,130200,2013,3,15,0
983415,130200,2013,3,16,0.00524954
985376,130200,2013,3,17,0.346361416
994086,130200,2013,3,18,0.182164457
998472,130200,2013,3,19,0.75615027
1003409,130200,2013,3,20,0.002272997
1004680,130200,2013,3,21,0
1012409,130200,2013,3,22,0
1016354,130200,2013,3,23,0.491941451
1019865,130200,2013,3,24,0
1023506,130200,2013,3,25,0
1031824,130200,2013,3,26,0.001515331
1037221,130200,2013,3,27,0.005628373
1038715,130200,2013,3,28,0
1042921,130200,2013,3,29,0.428730493
1048112,130200,2013,3,30,0.823636621
1055553,130200,2013,3,31,1.690351956
1059430,130200,2013,4,1,2.054843198
1061660,130200,2013,4,2,0
1067010,130200,2013,4,3,0
1071812,130200,2013,4,4,1.037731268
1076927,130200,2013,4,5,2.333610047
1082416,130200,2013,4,6,0
1086692,130200,2013,4,7,1.416509957
1091341,130200,2013,4,8,0.039615087
1097915,130200,2013,4,9,0.301172073
1103149,130200,2013,4,10,0.082152598
1105976,130200,2013,4,11,0
1114126,130200,2013,4,12,0
1114430,130200,2013,4,13,0.182705646
1123187,130200,2013,4,14,0.321683167
1126537,130200,2013,4,15,0.028358342
1130598,130200,2013,4,16,0.045947006
1134841,130200,2013,4,17,0.116247549
1141881,130200,2013,4,18,0.000270595
1143018,130200,2013,4,19,0.130210244
1152215,130200,2013,4,20,0
1155473,130200,2013,4,21,0
1157869,130200,2013,4,22,0
1163391,130200,2013,4,23,0.314593578
1169278,130200,2013,4,24,0.528904699
1173895,130200,2013,4,25,0.006007206
1179348,130200,2013,4,26,0.300360287
1185987,130200,2013,4,27,0
1188436,130200,2013,4,28,6.716489016
1195345,130200,2013,4,29,0
1198331,130200,2013,4,30,0
1204715,130200,2013,5,1,0.161869842
1206380,130200,2013,5,2,1.267574542
1210491,130200,2013,5,3,0.030360743
1216481,130200,2013,5,4,0
1221972,130200,2013,5,5,0
1226788,130200,2013,5,6,0
1229370,130200,2013,5,7,0
1237697,130200,2013,5,8,0.829914431
1242840,130200,2013,5,9,0.422182094
1247250,130200,2013,5,10,0
1250361,130200,2013,5,11,0
1255473,130200,2013,5,12,0.008767273
1260703,130200,2013,5,13,0.000487071
1265889,130200,2013,5,14,0
1268938,130200,2013,5,15,0
1276279,130200,2013,5,16,0
1277713,130200,2013,5,17,0.190877612
1283748,130200,2013,5,18,0.323847928
1289432,130200,2013,5,19,1.156847144
1293445,130200,2013,5,20,0
1298717,130200,2013,5,21,0.00156945
1301338,130200,2013,5,22,0
1306413,130200,2013,5,23,0
1312269,130200,2013,5,24,0.158839182
1318304,130200,2013,5,25,0
1321786,130200,2013,5,26,4.899769312
1326947,130200,2013,5,27,0.015802739
1331325,130200,2013,5,28,0.102176617
1339031,130200,2013,5,29,0
1342286,130200,2013,5,30,0
1344067,130200,2013,5,31,0
1349652,130200,2013,6,1,0.025490036
1357094,130200,2013,6,2,8.789462123
1360162,130200,2013,6,3,0.000108238
1366493,130200,2013,6,4,13.2468087
1369069,130200,2013,6,5,0.566246797
1376190,130200,2013,6,6,0.850209036
1380072,130200,2013,6,7,0.997142037
1385585,130200,2013,6,8,0.037179734
1388582,130200,2013,6,9,8.671753327
1396597,130200,2013,6,10,5.196611829
1401208,130200,2013,6,11,2.578931316
1405447,130200,2013,6,12,0.047191742
1407552,130200,2013,6,13,0
1412961,130200,2013,6,14,0
1419744,130200,2013,6,15,0.000162357
1425376,130200,2013,6,16,4.090365959
1428788,130200,2013,6,17,0.138652805
1431100,130200,2013,6,18,0.134215046
1438806,130200,2013,6,19,0.000162357
1441987,130200,2013,6,20,0
1447838,130200,2013,6,21,0.029224244
1452866,130200,2013,6,22,5.3270386
1457738,130200,2013,6,23,0.392254302
1462965,130200,2013,6,24,13.4590093
1467816,130200,2013,6,25,12.85606982
1471261,130200,2013,6,26,0.325958565
1475049,130200,2013,6,27,4.082951668
1479291,130200,2013,6,28,9.83163119
1486179,130200,2013,6,29,0.438471905
1491743,130200,2013,6,30,4.60341384
1495900,130200,2013,7,1,41.0269968
1498708,130200,2013,7,2,0.005844849
1506744,130200,2013,7,3,0
1509194,130200,2013,7,4,0.10455785
1514724,130200,2013,7,5,0.000108238
1516483,130200,2013,7,6,0
1523235,130200,2013,7,7,0.136433929
1528931,130200,2013,7,8,4.441922808
1534515,130200,2013,7,9,36.10568831
1539767,130200,2013,7,10,5.937771245
1542712,130200,2013,7,11,0.854159731
1549925,130200,2013,7,12,0.046109364
1551664,130200,2013,7,13,0.356968734
1555393,130200,2013,7,14,8.534074772
1562329,130200,2013,7,15,27.61940046
1566181,130200,2013,7,16,0.737262741
1572862,130200,2013,7,17,0.013908576
1577561,130200,2013,7,18,6.232503081
1580167,130200,2013,7,19,8.786431469
1583866,130200,2013,7,20,0.003788328
1591033,130200,2013,7,21,0.003571852
1597795,130200,2013,7,22,2.326682807
1601776,130200,2013,7,23,12.19717127
1604050,130200,2013,7,24,0
1610521,130200,2013,7,25,0
1614176,130200,2013,7,26,3.824100608
1619656,130200,2013,7,27,8.760291961
1624841,130200,2013,7,28,0.000108238
1630431,130200,2013,7,29,0.833215676
1634151,130200,2013,7,30,0.001082379
1637702,130200,2013,7,31,0.404809903
1644887,130200,2013,8,1,4.270690389
1649865,130200,2013,8,2,0.190985849
1651006,130200,2013,8,3,1.20842251
1655368,130200,2013,8,4,8.899540125
1664537,130200,2013,8,5,0.023325276
1668973,130200,2013,8,6,4.400521783
1670789,130200,2013,8,7,45.73026016
1677882,130200,2013,8,8,0
1683072,130200,2013,8,9,0.042591631
1688634,130200,2013,8,10,0.023433515
1691111,130200,2013,8,11,17.06701275
1695990,130200,2013,8,12,17.68028931
1703086,130200,2013,8,13,6.305347274
1704338,130200,2013,8,14,0.469969149
1708403,130200,2013,8,15,2.951215741
1717175,130200,2013,8,16,15.95254074
1721051,130200,2013,8,17,0
1727094,130200,2013,8,18,0
1729317,130200,2013,8,19,0
1732402,130200,2013,8,20,0.334996432
1741270,130200,2013,8,21,0.004058923
1742744,130200,2013,8,22,0.042429274
1747199,130200,2013,8,23,0.000378833
1754804,130200,2013,8,24,0.002705949
1756453,130200,2013,8,25,0.030901933
1764100,130200,2013,8,26,0.001731807
1765714,130200,2013,8,27,4.161532335
1772456,130200,2013,8,28,25.60893499
1779523,130200,2013,8,29,2.006027898
1783119,130200,2013,8,30,0.000703547
1786787,130200,2013,8,31,0.039398611
1791216,130200,2013,9,1,8.339138157
1798522,130200,2013,9,2,2.147927857
1801891,130200,2013,9,3,0.334022292
1804835,130200,2013,9,4,9.885804202
1808617,130200,2013,9,5,8.673972162
1816563,130200,2013,9,6,0.405946401
1818865,130200,2013,9,7,0.152344904
1823609,130200,2013,9,8,1.170701595
1831051,130200,2013,9,9,0.152182546
1832516,130200,2013,9,10,0.01840045
1837785,130200,2013,9,11,0
1844296,130200,2013,9,12,6.730668313
1849849,130200,2013,9,13,0.211713416
1854946,130200,2013,9,14,0.012555601
1857720,130200,2013,9,15,0
1865353,130200,2013,9,16,4.562932817
1866423,130200,2013,9,17,4.141833093
1873304,130200,2013,9,18,0.000162357
1878954,130200,2013,9,19,0.142765847
1880847,130200,2013,9,20,0
1889521,130200,2013,9,21,0.197426008
1892519,130200,2013,9,22,11.67059373
1898280,130200,2013,9,23,7.527137142
1902294,130200,2013,9,24,0
1906438,130200,2013,9,25,0
1909858,130200,2013,9,26,0
1915425,130200,2013,9,27,0
1919985,130200,2013,9,28,0.000703547
1927994,130200,2013,9,29,0.466180814
1930957,130200,2013,9,30,0.096440008
1937127,130200,2013,10,1,5.760098586
1942128,130200,2013,10,2,0
1945169,130200,2013,10,3,0
1947790,130200,2013,10,4,0
1955444,130200,2013,10,5,0.003517733
1959651,130200,2013,10,6,0.002056521
1964800,130200,2013,10,7,0.007739013
1970286,130200,2013,10,8,0.209169822
1974405,130200,2013,10,9,2.071998925
1976859,130200,2013,10,10,0.313619437
1982286,130200,2013,10,11,0
1989817,130200,2013,10,12,6.5710172
1992058,130200,2013,10,13,12.58650335
1996299,130200,2013,10,14,1.8012417
2003281,130200,2013,10,15,0
2005496,130200,2013,10,16,0
2014244,130200,2013,10,17,0
2017630,130200,2013,10,18,0.206896823
2022370,130200,2013,10,19,0.962343541
2026690,130200,2013,10,20,0.000216476
2032924,130200,2013,10,21,0
2036012,130200,2013,10,22,3.34720425
2040709,130200,2013,10,23,0.000487071
2045363,130200,2013,10,24,0
2050561,130200,2013,10,25,0
2053911,130200,2013,10,26,0
2060932,130200,2013,10,27,0.211442821
2065230,130200,2013,10,28,2.414842603
2071351,130200,2013,10,29,0.065429837
2076215,130200,2013,10,30,0
2079422,130200,2013,10,31,0
2081824,130200,2013,11,1,0.082802026
2087609,130200,2013,11,2,0.401725125
2091911,130200,2013,11,3,0.000270595
2096978,130200,2013,11,4,0
2101693,130200,2013,11,5,0.005357778
2109132,130200,2013,11,6,0.000378833
2112459,130200,2013,11,7,0
2116918,130200,2013,11,8,0.104882566
2122577,130200,2013,11,9,1.515331187
2126672,130200,2013,11,10,0
2132762,130200,2013,11,11,0
2134733,130200,2013,11,12,0
2142387,130200,2013,11,13,0.000162357
2146225,130200,2013,11,14,0
2152797,130200,2013,11,15,0
2154319,130200,2013,11,16,0.010174367
2158088,130200,2013,11,17,5.41E-05
2164467,130200,2013,11,18,0
2172170,130200,2013,11,19,0
2175605,130200,2013,11,20,0
2181310,130200,2013,11,21,0
2182262,130200,2013,11,22,0
2188355,130200,2013,11,23,0
2193864,130200,2013,11,24,0.383216435
2198611,130200,2013,11,25,0.00892963
2202879,130200,2013,11,26,0.009200225
2208085,130200,2013,11,27,0.003842447
2213600,130200,2013,11,28,0
2215737,130200,2013,11,29,0
2223644,130200,2013,11,30,0
2226236,130200,2013,12,1,0
2234379,130200,2013,12,2,0
2236576,130200,2013,12,3,0
2239969,130200,2013,12,4,0
2246596,130200,2013,12,5,0
2249506,130200,2013,12,6,0
2257117,130200,2013,12,7,0.00054119
2260536,130200,2013,12,8,0.001623569
2264291,130200,2013,12,9,0
2271379,130200,2013,12,10,0
2277460,130200,2013,12,11,0.002056521
2281921,130200,2013,12,12,0
2285978,130200,2013,12,13,0
2291523,130200,2013,12,14,0
2295984,130200,2013,12,15,0
2299272,130200,2013,12,16,0.201539049
2306322,130200,2013,12,17,0.893666561
2308717,130200,2013,12,18,0.000216476
2315591,130200,2013,12,19,0
2320205,130200,2013,12,20,0
2325215,130200,2013,12,21,0
2327752,130200,2013,12,22,0
2332136,130200,2013,12,23,0
2335206,130200,2013,12,24,0
2340745,130200,2013,12,25,0
2345945,130200,2013,12,26,0
2350824,130200,2013,12,27,0
2356854,130200,2013,12,28,0
2362686,130200,2013,12,29,0
2366363,130200,2013,12,30,0
2369137,130200,2013,12,31,0
628138,130200,2014,1,1,0
631858,130200,2014,1,2,0
638629,130200,2014,1,3,0
640837,130200,2014,1,4,0.001136789
646893,130200,2014,1,5,0.000324797
651656,130200,2014,1,6,0.041195084
658241,130200,2014,1,7,0.050343532
661372,130200,2014,1,8,0.001136789
666064,130200,2014,1,9,0
673251,130200,2014,1,10,0
676528,130200,2014,1,11,0
678832,130200,2014,1,12,0
686417,130200,2014,1,13,0
690817,130200,2014,1,14,0.000270664
693081,130200,2014,1,15,0.170626682
698423,130200,2014,1,16,2.073395692
706148,130200,2014,1,17,0.008661253
711125,130200,2014,1,18,0.001082657
715520,130200,2014,1,19,0.041519881
718343,130200,2014,1,20,0
721702,130200,2014,1,21,0
726732,130200,2014,1,22,0
734819,130200,2014,1,23,0
738993,130200,2014,1,24,0
740845,130200,2014,1,25,0
747843,130200,2014,1,26,0
754802,130200,2014,1,27,0
758789,130200,2014,1,28,0
760813,130200,2014,1,29,0.003031439
767797,130200,2014,1,30,5.41E-05
773389,130200,2014,1,31,0.663830904
776208,130200,2014,2,1,0.397334977
782657,130200,2014,2,2,0.021328335
785206,130200,2014,2,3,0
790437,130200,2014,2,4,0
793813,130200,2014,2,5,0.001678118
799569,130200,2014,2,6,0.40496771
807003,130200,2014,2,7,0.309910457
811829,130200,2014,2,8,0.534669973
813475,130200,2014,2,9,0
818800,130200,2014,2,10,0
822491,130200,2014,2,11,0
830735,130200,2014,2,12,0
834590,130200,2014,2,13,0.01759317
839121,130200,2014,2,14,0
843103,130200,2014,2,15,0
849609,130200,2014,2,16,0
851156,130200,2014,2,17,0
856048,130200,2014,2,18,0.099225479
861417,130200,2014,2,19,0.059979177
867249,130200,2014,2,20,0.000649594
874784,130200,2014,2,21,0.002435977
877059,130200,2014,2,22,0.464459696
882616,130200,2014,2,23,0.069181758
889172,130200,2014,2,24,0.000216531
893750,130200,2014,2,25,0.000108266
895368,130200,2014,2,26,2.455411096
901073,130200,2014,2,27,0.002327712
908146,130200,2014,2,28,0.000162398
908523,130200,2014,3,1,0
917604,130200,2014,3,2,0.230281065
921541,130200,2014,3,3,3.850089347
926396,130200,2014,3,4,0.139879234
928907,130200,2014,3,5,0.006225276
934227,130200,2014,3,6,0
938330,130200,2014,3,7,0.259079731
945962,130200,2014,3,8,2.441065856
949265,130200,2014,3,9,0
951911,130200,2014,3,10,0
960500,130200,2014,3,11,0.11665625
963527,130200,2014,3,12,0
967963,130200,2014,3,13,0
972990,130200,2014,3,14,0
976379,130200,2014,3,15,0
981356,130200,2014,3,16,0
988813,130200,2014,3,17,0
993669,130200,2014,3,18,0
997452,130200,2014,3,19,0.24078283
1002762,130200,2014,3,20,0
1005721,130200,2014,3,21,0
1012101,130200,2014,3,22,0
1014905,130200,2014,3,23,0
1022121,130200,2014,3,24,0
1023382,130200,2014,3,25,0
1028600,130200,2014,3,26,0.004168228
1033950,130200,2014,3,27,0.0357818
1041769,130200,2014,3,28,5.712800038
1042464,130200,2014,3,29,0.000108266
1049211,130200,2014,3,30,5.41E-05
1055560,130200,2014,3,31,1.065550643
1059417,130200,2014,4,1,0.002327712
1061763,130200,2014,4,2,0.043901726
1066928,130200,2014,4,3,0
1071942,130200,2014,4,4,0
1077635,130200,2014,4,5,0
1083365,130200,2014,4,6,0
1085885,130200,2014,4,7,0
1090923,130200,2014,4,8,0.019271288
1096060,130200,2014,4,9,0.146158643
1100455,130200,2014,4,10,0.046121173
1108693,130200,2014,4,11,0.002002915
1110650,130200,2014,4,12,0
1115651,130200,2014,4,13,0.001894649
1123359,130200,2014,4,14,5.41E-05
1126959,130200,2014,4,15,0
1131492,130200,2014,4,16,0.039408701
1137139,130200,2014,4,17,0.220970214
1142856,130200,2014,4,18,0.005196752
1146675,130200,2014,4,19,0.162127827
1147861,130200,2014,4,20,0
1153780,130200,2014,4,21,0
1161130,130200,2014,4,22,0.001028524
1166788,130200,2014,4,23,2.485400694
1171098,130200,2014,4,24,0
1174362,130200,2014,4,25,3.563997287
1177790,130200,2014,4,26,3.139974867
1184132,130200,2014,4,27,0.001840516
1189452,130200,2014,4,28,0
1192510,130200,2014,4,29,0
1197537,130200,2014,4,30,0
1200797,130200,2014,5,1,1.312233968
1205677,130200,2014,5,2,0.067990835
1210359,130200,2014,5,3,0.397389114
1219152,130200,2014,5,4,0.055756816
1222453,130200,2014,5,5,0.054186964
1226463,130200,2014,5,6,19.0351063
1231526,130200,2014,5,7,0.168732033
1237620,130200,2014,5,8,0.240999361
1241178,130200,2014,5,9,0.282952307
1244586,130200,2014,5,10,18.4817064
1251954,130200,2014,5,11,12.68348477
1255819,130200,2014,5,12,0.000595461
1258815,130200,2014,5,13,0
1263406,130200,2014,5,14,0
1270229,130200,2014,5,15,0.030097854
1273469,130200,2014,5,16,0
1279699,130200,2014,5,17,0.011963355
1285378,130200,2014,5,18,0.090780758
1288490,130200,2014,5,19,0.354299378
1293364,130200,2014,5,20,0
1299699,130200,2014,5,21,5.41E-05
1305445,130200,2014,5,22,0
1308070,130200,2014,5,23,2.880949272
1311164,130200,2014,5,24,11.40394692
1318549,130200,2014,5,25,0.072646259
1322807,130200,2014,5,26,0
1327764,130200,2014,5,27,0.060953569
1332982,130200,2014,5,28,0.002923173
1335892,130200,2014,5,29,0.005142619
1341960,130200,2014,5,30,0
1344672,130200,2014,5,31,0.012612949
1351989,130200,2014,6,1,0.313104288
1355326,130200,2014,6,2,0.00075786
1359216,130200,2014,6,3,0
1367486,130200,2014,6,4,0.016510514
1371619,130200,2014,6,5,0.001082657
1377393,130200,2014,6,6,21.84351758
1381458,130200,2014,6,7,0.028906932
1384319,130200,2014,6,8,0.705025994
1388390,130200,2014,6,9,15.31877916
1394345,130200,2014,6,10,5.224359482
1397266,130200,2014,6,11,0.14356027
1402380,130200,2014,6,12,0.246141981
1410844,130200,2014,6,13,0.059654379
1411838,130200,2014,6,14,0.040058296
1418736,130200,2014,6,15,0.988898548
1424673,130200,2014,6,16,3.693104123
1427986,130200,2014,6,17,2.9375722
1430460,130200,2014,6,18,0.455311241
1437664,130200,2014,6,19,3.895939816
1444102,130200,2014,6,20,1.935844181
1445285,130200,2014,6,21,0.619441985
1453450,130200,2014,6,22,4.740682672
1454485,130200,2014,6,23,0.062361021
1461753,130200,2014,6,24,0.000649594
1466256,130200,2014,6,25,6.633816098
1471026,130200,2014,6,26,2.772088131
1477318,130200,2014,6,27,0.000108266
1478132,130200,2014,6,28,0
1485238,130200,2014,6,29,0
1492437,130200,2014,6,30,0.247441167
1496131,130200,2014,7,1,28.68060235
1498968,130200,2014,7,2,16.29100487
1506601,130200,2014,7,3,3.60232335
1508700,130200,2014,7,4,2.85198821
1514329,130200,2014,7,5,2.392616975
1518797,130200,2014,7,6,0.121149274
1522702,130200,2014,7,7,0.167865908
1529415,130200,2014,7,8,0.103718503
1533933,130200,2014,7,9,0
1536592,130200,2014,7,10,0
1543793,130200,2014,7,11,0.008715386
1546468,130200,2014,7,12,0.194932323
1553638,130200,2014,7,13,0.081415779
1554856,130200,2014,7,14,0.447407848
1560725,130200,2014,7,15,1.508086529
1566012,130200,2014,7,16,17.84878541
1570521,130200,2014,7,17,8.780724125
1578478,130200,2014,7,18,0.029015197
1580109,130200,2014,7,19,0.019433686
1585655,130200,2014,7,20,1.992629504
1591711,130200,2014,7,21,2.549006705
1593971,130200,2014,7,22,0.01261295
1599799,130200,2014,7,23,0
1603093,130200,2014,7,24,0.914195238
1608116,130200,2014,7,25,0.06349781
1612205,130200,2014,7,26,0.001894649
1619173,130200,2014,7,27,0
1623245,130200,2014,7,28,0.000487195
1627793,130200,2014,7,29,0.296864448
1632856,130200,2014,7,30,2.781886165
1638409,130200,2014,7,31,0.096031642
1641217,130200,2014,8,1,0.323173
1646936,130200,2014,8,2,0.085746403
1651606,130200,2014,8,3,7.941448701
1657391,130200,2014,8,4,18.23123371
1662744,130200,2014,8,5,0.109943778
1668078,130200,2014,8,6,0
1673697,130200,2014,8,7,0.003139704
1675461,130200,2014,8,8,0
1683868,130200,2014,8,9,1.046441764
1688582,130200,2014,8,10,1.377680536
1691394,130200,2014,8,11,0
1698322,130200,2014,8,12,0.445134271
1700266,130200,2014,8,13,5.94919818
1707786,130200,2014,8,14,0.015644388
1710496,130200,2014,8,15,0.369348306
1713840,130200,2014,8,16,0.85757231
1718351,130200,2014,8,17,5.662077539
1725562,130200,2014,8,18,0.478371827
1729609,130200,2014,8,19,0.151030598
1736602,130200,2014,8,20,0.002057048
1737946,130200,2014,8,21,0.31169684
1745681,130200,2014,8,22,0.582848187
1749113,130200,2014,8,23,7.770226525
1755695,130200,2014,8,24,8.603601445
1760213,130200,2014,8,25,0.002057048
1760988,130200,2014,8,26,0
1770133,130200,2014,8,27,0
1772904,130200,2014,8,28,0.458829862
1779447,130200,2014,8,29,4.676156343
1784209,130200,2014,8,30,8.448186094
1788947,130200,2014,8,31,3.16298125
1790654,130200,2014,9,1,12.42391768
1795572,130200,2014,9,2,31.11122043
1799617,130200,2014,9,3,0.004114095
1807571,130200,2014,9,4,0
1810288,130200,2014,9,5,0
1816407,130200,2014,9,6,0.027174681
1819217,130200,2014,9,7,0.195257122
1822888,130200,2014,9,8,0
1828270,130200,2014,9,9,0
1834236,130200,2014,9,10,0
1840670,130200,2014,9,11,0.737072626
1843449,130200,2014,9,12,0.174361848
1850023,130200,2014,9,13,5.41E-05
1853098,130200,2014,9,14,3.280666113
1860724,130200,2014,9,15,0
1865874,130200,2014,9,16,0.020732874
1869805,130200,2014,9,17,0
1873664,130200,2014,9,18,0
1875570,130200,2014,9,19,0.593674764
1881845,130200,2014,9,20,7.093241366
1887056,130200,2014,9,21,0.274128655
1893653,130200,2014,9,22,2.908448719
1896139,130200,2014,9,23,7.62395964
1902384,130200,2014,9,24,0.030963979
1906186,130200,2014,9,25,0.309152601
1911604,130200,2014,9,26,6.716530914
1916381,130200,2014,9,27,0
1921400,130200,2014,9,28,0.042710804
1924089,130200,2014,9,29,0.034915676
1931587,130200,2014,9,30,0
1936639,130200,2014,10,1,15.22334288
1942242,130200,2014,10,2,0.082606699
1943403,130200,2014,10,3,11.76690749
1948155,130200,2014,10,4,0.397605641
1956234,130200,2014,10,5,0.300924407
1959171,130200,2014,10,6,0
1966265,130200,2014,10,7,0
1970668,130200,2014,10,8,0
